Unnamed: 0,Tweet,len,metrics,source
8974,i thought vile pairup pretti_cool tigress n paper_star highlight though i think shouldv given thing,102,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter for Android
8975,a_great poem jane baskwil nation poetri day what school celebr day we go read poetri_book lunch_break togeth also plan poetri session record wit read champion confer month http_co tmixcdexzm,222,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter Web App
8976,bring agreeabl bank oversight reserv bank india invit step guarante noteworthi guidelin better wellb specul the new bank act posit develop modi govern,182,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
8977,ohapstick hat thi bad,22,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",the Bee Movie Script Generator
8978,extrem great veri_good conjug adject,48,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
8979,i mean liter fuck global superstar instead piec depress shit like achiev life goal hey whatev make feel better looooool,134,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
8980,i hate feel know go,28,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
8981,do_think teacher teach keep peac and insur 5yr old keep mask stay 6 feet apart dr offic strict rule offic visit bank requir appt come_insid 31 state see increas covid oct 1st,194,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter for iPad
8982,fashion opinion psycho cute sad depress gurl whatev typo shirt make cooler,78,"{'retweet_count': 0, 'reply_count': 3, 'like_count': 7, 'quote_count': 0}",Twitter for iPhone
8983,howi fantasi footbal understand draft leav stay fill age player i see 2017 perfect_storm great perfect_storm it like old howi good,142,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
8984,great check_best logo_design servic http_co ldslbu0fwi,57,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web App
8985,new_layout think,16,"{'retweet_count': 0, 'reply_count': 9, 'like_count': 17, 'quote_count': 0}",Twitter for iPhone
8986,i love you,10,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
8987,i think worth robustli progress leftist represent safe seat well peopl suit moder swing district aoc valu add parti chang count parti hous_speaker set nation media agenda,194,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 20, 'quote_count': 0}",Twitter for iPhone
8988,i sha feel script allow return tony slap immedi alacr i upset scene,76,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",Twitter for Android
8989,thi govern concern youth problem delay everi recruit process conduct kptcl exam 2_year complet veri_bad,118,"{'retweet_count': 4, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",Twitter Web App
8990,namibia is far better countri http_co zhzcdddali,51,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",Twitter for Android
8991,i come_back better weapon wait,30,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
8992,hey yap employ two peopl i hope better empow support give workabl idea empower hot tabl,111,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",Twitter for Android
8993,no send home i understand place feel_safe they refus 27 time see judg lotto no give win number i could see i want live countri need bring not,151,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web App
8994,what lockup period exit doesn suck do_think peopl ok,56,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web App
8995,better money my portfolio boom it must suck reli fed hold_hand 24_7 ever heard free_market go get job loser,111,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter Web App
8996,look_forward speak event realli_import discuss impact local_commun http_co fmajodvidt,104,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",Twitter Web App
8997,i dont say love laycon enough tbh boy give joy,48,"{'retweet_count': 16, 'reply_count': 0, 'like_count': 69, 'quote_count': 1}",Twitter for iPhone
8998,i miss khan they deserv_better,31,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
8999,restartlead_cyru i mail_vote excus_the goal_radic democrat_creat civil_war america_they puppet_instruct communist_socialist terrorist think_tank trump2020_restart opposit http_co xl0y60z25r,206,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for Android
9000,friend month feel_like,23,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
9001,i go get better,18,"{'retweet_count': 3, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",Twitter for iPad
9002,do feel heart right critic anyway keep_shine rashami,58,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web App
9003,a_great feel final chapter phd massiv_thank team_especi incred academ mentor http_co d0vbcrvihr http_co xvjkdehdnw,131,"{'retweet_count': 9, 'reply_count': 2, 'like_count': 81, 'quote_count': 5}",Twitter for iPhone
9004,anoth great week gain 2400 18 return look_like best play member http_co hhiwtjphbr nugt tvix uvxi dri htbx gevo fit ccl idex vxrt csco ugez tmbr atvi aytu cei cmg wfc uaa jd bhc ibm bidu tnxp ktov http_co zqgz9ylooc,225,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",TweetDeck
9005,cmha proud part women film festiv movi focu hous best idea best practic better citi follow_link learn inform join_us http_co 9gd6q2dn3z,154,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web App
9006,everyth good great sourc inspir via http_co ld9jxawkl,64,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 3, 'quote_count': 0}",TweetDeck
9007,i also work mark talent and great work http_co pwk1gfwcji,62,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone
9008,i turn tap click though dunno i like use macbook_pro work better appl magic trackpad,88,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web App
9009,imma make song onlyfan i better go viral,41,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",Twitter for iPhone
9010,feel_like earli octob today part area could see patchi frost weekend wind eas bit http_co ute4vvccxb,108,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",SocialNewsDesk
9011,funni stori i alway realli suspect day drink i feel prone becom alcohol day drink http_co uiwsmaijln,108,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
9012,frm mente hope mr p salli safe_healthi my regard ur team close 1st post_corona viru deal it dog groomer add exist anim hospit 90 seller financ dsp like other thi kid got shit dun dure_lockdown if u want it bad enuff anyth is possibl,255,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",eClincher
9013,realli_enjoy game time week http_co g55taal2ca,49,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 4, 'quote_count': 0}",Twitter for Android
9014,i love eat i prefer eat red_hair,32,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web App
9015,met arcad date femal jk anzu love,35,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",Twitter Web App
9016,can see still love chat refere stocki some thing never_chang,68,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
9017,don go_crazi i think hair held well i wish,42,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
9018,moot enhypen member guy think solo vlive first,48,"{'retweet_count': 0, 'reply_count': 10, 'like_count': 8, 'quote_count': 0}",Twitter for iPhone
9019,blackpink_album snippet_leak leak_crazi never_know ballad_lovesick girl_pretti savag_love hate_bet wanna_cardi b_full version_amaz blink_freak album_year bp1 http_co u5rbo9soq7,188,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 2, 'quote_count': 0}",Twitter for Android
9020,gm love,7,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone
9021,love love love x http_co hx5sxdh7wx,36,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone
9022,ani peopl agre live uk traitor countri whi leav hate much,64,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for iPad
9023,we wait_patient everi dog day think law,44,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",Twitter for Android
9024,someon realli scribbl record lectur slide kmtt,54,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone
9025,ooh i love mcburger now i hungri bla blam s mnbsjjz,51,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
9026,good_morn have_great day everyon http_co 7iuaistukb,56,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone
9027,abi nonton nakednew tru comli ehtapi gakeluar samsek feel humilli cock,77,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web App
9028,listen piper abba make think good_idea start cult,53,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter Web App
9029,i love_them sooo_much http_co fbhtp43tp6 so,41,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
9030,never check dm never help i issu account month i still receiv assist never took_first step reach help thi start get realli frustrat,146,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
9031,i alway 6 monthli checkup year year all equip steril anyway wear silli glass dont realli sea problem,110,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for Android
9032,i love pic much iam syiran girl reali love,42,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web App
9033,i love two spirit friend http_co bvs0kp3mbi,45,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
9034,know fact idi0t paul rare mention beatl start solo career also harri sing 1d song concert whenev perform you realli idi0t dvmb white girl,152,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter Web App
9035,if apart white click imag_look like color realli old xbox360 wii happen,81,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",Twitter for Android
9036,a4 thi i need read question advanc my garden bloom beauti i take_photo i one week_ago i think twitter told hairi_bush pea that cant right http_co wgt4wdrgaz,172,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
9037,did_anyon get chanc make cytolog video would great see practic video fluid bronchial wash focus morpholog,119,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 1, 'quote_count': 0}",Twitter for Android
9038,let start posit main cast i think carmen chemistri group spot entertain watch i also thought write episod realli strong time funni,143,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter for Android
9039,like eastern european middl_eastern peopl realli say much,62,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for Android
9040,hai i love_u hai love_u http_co ziuhktmfjg,43,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
9041,wow great,9,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone
9042,i think make_laugh you look cheeki take_care,44,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone
9043,start thing put msg bc angri make aggress obsess,56,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
9044,month think univers start,28,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
9045,can believ come round alreadi i sure great,43,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",Twitter for iPhone
9046,grabe kayo we love much http_co tmlmj2drhw,43,"{'retweet_count': 2, 'reply_count': 1, 'like_count': 14, 'quote_count': 0}",Twitter for Android
9047,you amaz friend thank help i feel you harsh honestli caus_truli great friend,83,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 3, 'quote_count': 0}",Twitter for iPhone
9048,in colleg i french polisci major amp thought i center argu_point amp listen far leftist class move right often sound irrat religi i went phase attend non cathol servic feel_like home,208,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
9049,send_much love xx,20,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
9050,i doubt i normal welcom fan countri actual root philli team our_team bad like glori seeker peopl want talk power,124,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
9051,have_great day,14,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
9052,i love you_treasur http_co mx0fg7ptwf,39,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
9053,hehe problem dude happi help enjoy amaz seri i believ watch anim enjoy great_day,88,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter Web App
9054,happi_octob tweep mean time pleas join share creat drop fun help spread imzadi will deanna love all over twitter http_co vex5a78rdv,141,"{'retweet_count': 2, 'reply_count': 2, 'like_count': 8, 'quote_count': 0}",Twitter Web App
9055,i would love,12,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
9056,thank crash realli good got ps4 lend sinc i play pc,56,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
9057,don think lad,13,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
9058,i think manag make load_screen feel less shit thi thing amaz energi load_screen or i go mad http_co vhhq7gweow,126,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 4, 'quote_count': 0}",Twitter Web App
9059,i they said bollock listen amp tendenc toward uncontrol needless extrem violenc i batter death not realli one live joke,133,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter Web App
9060,how hell_happen i still think gonna_catch i watch replay,60,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
9061,it emot think poor fisherman tatter wait rebuild live it anoth pr opportun,89,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
9062,actual i realli shock know karnan flop got releas initi ani day karnan i watch two legend ntr sir man guy would liter melt http_co jjgflgdxaf,157,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter Web App
